Code,Country,City/Region,Lat,Long,Setting1,Description,Indoor / Outdoor,Cases,Logo,Index Date,Reference,Flu Season,Setting2,Setting3,"Setting 4:
Singing, Loud Talking etc",Setting5: Refrigeration,End Date,Date
USA704,United States,"Kei-Ai Los Angeles Healthcare Center — Los Angeles, Calif.",28.375283,-99.13556,Medical,x,Indoor,78,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA705,United States,"Kimberly Hall South nursing home — Windsor, Conn.",38.532827,-122.8041,Nursing home,x,Indoor,78,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA706,United States,"North Arundel Health and Rehabilitation Center — Glen Burnie, Md.",39.170158,-76.579836,Rehabilitation / Medical,x,Indoor,78,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA707,United States,"Providence Healthcare & Rehabilitation Center — Downers Grove, Ill.",41.886695,-88.154141,Rehabilitation / Medical,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA708,United States,"St. Anthony's Nursing Home — Metairie, La.",29.984643,-90.161821,Nursing home,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA709,United States,"Arbor Glen Care Center — Glendora, Calif.",33.899573,-118.329879,Medical,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA71,United States,"JBS USA meatpacking plant — Greeley, Colo.",42.01777,-93.31521,Meat Processing,x,Indoor,316,9,1584230400,New York Times,Yes,,,x,x,1601510400,"March 15, 2020"
USA710,United States,"Autumn Lake Healthcare skilled nursing facility — Cromwell, Conn.",41.377903,-85.59875,Medical,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA711,United States,"Cassena Care nursing home — Stamford, Conn.",42.756193,-73.067881,Nursing home,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA712,United States,"Jewell Care Center of Denver nursing home — Denver, Colo.",42.01777,-93.31521,Nursing home,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA713,United States,"Minnesota Correctional Facility – Willow River — Willow River, Minn.",46.316156,-92.840573,Prison,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA714,United States,"Pelican Health Henderson nursing home — Henderson, N.C.",36.326731,-78.409125,Nursing home,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA715,United States,"St. Barnabas Nursing Home — Gibsonia, Pa.",40.63007,-79.9695,Nursing home,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA716,United States,"St. Mary's Alzheimer's Center nursing home — Columbiana, Ohio",40.88839,-80.69396,Nursing home,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA717,United States,"Trinity Hill Care Center skilled nursing facility — Hartford, Conn.",41.764034,-72.680416,Medical,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA718,United States,"Westminster Healthcare Center nursing home — Westminster, Md.",39.56118,-76.978064,Nursing home,x,Indoor,77,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA719,United States,"Whitney Rehabilitation Care Center — Hamden, Conn.",41.44422,-72.911839,Rehabilitation / Medical,x,Indoor,76,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA72,United States,"Ludeman Developmental Center — Park Forest, Ill.",41.49142,-87.67449,Development Center,x,Indoor,316,9,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA720,United States,"Willowbrooke Court at Southampton Estates skilled nursing — Southampton, Pa.",40.278058,-75.120736,Medical,x,Indoor,76,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA721,United States,"Alaris Health at St. Mary's rehabilitation facility — Orange, N.J.",40.7704,-74.23674,Rehabilitation / Medical,x,Indoor,76,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA722,United States,"Altercare Alliance nursing home — Alliance, Ohio",40.91534,-81.10593,Nursing home,x,Indoor,76,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA723,United States,"Apple Rehab nursing home — Rocky Hill, Conn.",40.39983,-74.63432,Nursing home,x,Indoor,76,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA724,United States,"Imperial Healthcare — Neptune, N.J.",40.209551,-74.071351,Medical,x,Indoor,76,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA725,United States,"ManorCare Health Services nursing home — Potomac, Md.",39.029839,-77.234792,Nursing home,x,Indoor,76,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA726,United States,"Minnesota Correctional Facility - Moose Lake — Moose Lake, Minn.",46.437537,-92.756417,Prison,x,Indoor,76,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA727,United States,"Na'Nizhoozhi Center detox facility — Gallup, N.M.",35.534983,-108.737949,Rehabilitation / Medical,x,Indoor,76,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA728,United States,"The Residence at Glen Riddle — Glen Riddle, Pa.",39.934047,-75.405987,Nursing home,x,Indoor,75,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA729,United States,"Victoria Manor nursing home — North Cape May, N.J.",38.9603,-74.904514,Nursing home,x,Indoor,75,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA73,United States,"Thumb Correctional Facility — Lapeer, Mich.",43.121459,-83.319558,Prison,x,Indoor,308,9,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA730,United States,"Arizona State Prison Complex – Florence — Florence, Ariz.",32.982354,-111.424943,Prison,x,Indoor,75,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA731,United States,"Ashbrook Care and Rehabilitation Center — Scotch Plains, N.J.",40.612169,-74.376381,Rehabilitation / Medical,x,Indoor,75,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA732,United States,"CareOne at Hamilton Assisted Living — Hamilton, N.J.",40.207057,-74.081251,Nursing home,x,Indoor,75,4,1585526400,New York Times,Yes,,,,,1601510400,"March 30, 2020"
USA733,United States,"Charlesgate Nursing Center — Providence, R.I.",41.82275,-71.414451,Medical,x,Indoor,75,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA734,United States,"Hospital Galveston — Galveston, Texas",29.310535,-94.775768,Hospital,x,Indoor,75,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA735,United States,"Jessup Correctional Institution — Jessup, Md.",39.150951,-76.776777,Prison,x,Indoor,75,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA736,United States,"Newington Rapid Recovery Rehab Center — Newington, Conn.",38.733826,-77.178718,Rehabilitation / Medical,x,Indoor,75,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA737,United States,"Oakland Grove Health Care Center — Woonsocket, R.I.",41.984598,-71.51939,Medical,x,Indoor,74,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA738,United States,"Stratford Manor Rehabilitation and Care Center — West Orange, N.J.",40.789944,-74.22719,Rehabilitation / Medical,x,Indoor,74,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA739,United States,"Belle Maison Nursing & Rehabilitation — Broussard, La.",30.211572,-92.080636,Rehabilitation / Medical,x,Indoor,74,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA74,United States,"Parker Jewish Institute for Health Care & Rehabilitation — Queens, N.Y.",40.605382,-73.755133,Rehabilitation / Medical,x,Indoor,305,9,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA740,United States,"Berwick Retirement Village — Berwick, Pa.",41.056142,-76.299844,Nursing home,x,Indoor,74,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA741,United States,"CareCore at Meadows Health Care Center — Cincinnati, Ohio",39.166759,-84.53822,Medical,x,Indoor,74,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA742,United States,"Chalet Living and Rehab Center — Chicago, Ill.",41.88531,-87.62213,Rehabilitation / Medical,x,Indoor,74,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA743,United States,"Chatham Hills Subacute Care Center — Chatham Township, N.J.",40.738433,-74.390552,Medical,x,Indoor,74,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA744,United States,"Complete Care at Summit Ridge nursing home — West Orange, N.J.",40.789944,-74.22719,Nursing home,x,Indoor,74,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA745,United States,"Jack Mabley Developmental Center — Dixon, Ill.",41.809229,-89.417156,Development Center,x,Indoor,74,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA746,United States,"Monroe Rehab Center nursing home — Monroe, N.C.",35.074176,-80.527827,Nursing home,x,Indoor,74,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA747,United States,"Monrovia Gardens Healthcare Center — Los Angeles, Calif.",28.375283,-99.13556,Medical,x,Indoor,74,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA748,United States,"New Community Extended Care Facility — Newark, N.J.",40.744048,-74.182822,Medical,x,Indoor,73,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA749,United States,"New Iberia Manor South nursing home — New Iberia, La.",29.949527,-91.832747,Nursing home,x,Indoor,73,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA75,United States,"Indiana Packers Corporation pork processing facility — Delphi, Ind.",40.590795,-86.674043,Meat Processing,Pork,Indoor,301,9,1584230400,New York Times,Yes,,,x,x,1601510400,"March 15, 2020"
USA750,United States,"Bel Tooren Villa Convalescent Hospital — Bellflower, Calif.",33.888014,-118.12965,Rehabilitation / Medical,x,Indoor,73,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA751,United States,"Milwaukee County House of Correction — Franklin, Wis.",42.887289,-88.009597,Prison,x,Indoor,73,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA752,United States,"Morristown Post Acute Rehabilitation and Nursing Center — Morristown, N.J.",40.425584,-74.26131,Rehabilitation / Medical,x,Indoor,73,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA753,United States,"Rose Mountain Care Center nursing home — New Brunswick, N.J.",40.486754,-74.444395,Nursing home,x,Indoor,73,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA754,United States,"Virginia Correctional Center for Women — Goochland, Va.",37.725416,-77.995,Prison,x,Indoor,73,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA755,United States,"Walter Reuther Psychiatric Hospital — Westland, Mich.",42.184485,-83.213235,Medical,x,Indoor,72,4,1585612800,New York Times,Yes,,,,,1601510400,"March 31, 2020"
USA756,United States,"White House Healthcare & Rehabilitation Center — Orange, N.J.",40.776626,-74.231287,Rehabilitation / Medical,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA757,United States,"Affinity Healthcare Center — Paramount, Calif.",33.899015,-118.165152,Medical,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA758,United States,"Bridgeport Correctional Center — Bridgeport, Conn.",41.308873,-73.363661,Prison,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA759,United States,"CareOne at Cresskill rehabilitation facility — Cresskill, N.J.",40.94149,-73.9593,Rehabilitation / Medical,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA76,United States,"Northern State Prison — Newark, N.J.",40.736101,-74.22509,Prison,x,Indoor,300,9,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA760,United States,"Falmouth by the Sea nursing home — Falmouth, Maine",43.731541,-70.277782,Nursing home,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA761,United States,"Georgia Diagnostic and Classification Prison — Jackson, Ga.",33.319863,-83.981112,Prison,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA762,United States,"Hazelwood Residential Facility developmental center — Louisville, Ky.",38.266928,-85.532727,Development Center,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA763,United States,"Holly Manor Center nursing home — Mendham, N.J.",40.786699,-74.5938,Nursing home,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA764,United States,"Joe F. Gurney Transfer Facility — Palestine, Texas",31.73452,-95.531381,Prison,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA765,United States,"ManorCare Health Services nursing home — Mountainside, N.J.",40.680701,-74.358394,Nursing home,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA766,United States,"ManorCare Health Services nursing home — Chambersburg, Pa.",39.93759,-77.6611,Nursing home,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA767,United States,"Middlesex Jail & House of Correction — Billerica, Mass.",42.54933,-71.251725,Prison,x,Indoor,72,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA768,United States,"Milford Manor nursing home — West Milford, N.J.",41.129483,-74.374466,Nursing home,x,Indoor,71,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA769,United States,"Torrance Care Center West nursing home — Torrance, Calif.",33.835665,-118.303805,Nursing home,x,Indoor,71,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA77,United States,"Garden State Youth Correctional Facility — Burlington County, N.J.",40.07122,-74.86489,Prison,x,Indoor,296,9,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA770,United States,"Brookhaven Center for Rehabilitation and Healthcare — East Orange, N.J.",40.77185,-74.207039,Rehabilitation / Medical,x,Indoor,71,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA771,United States,"London Correctional Institution — London, Ohio",40.974394,-82.724431,Prison,x,Indoor,70,4,1585699200,New York Times,Yes,,,,,1601510400,"April 1, 2020"
USA772,United States,"Mountaire Farms poultry processing facility — Lumber Bridge, N.C.",34.8885,-79.07225,Meat Processing,Poultry,Indoor,70,4,1585699200,New York Times,Yes,,,x,x,1601510400,"April 1, 2020"
USA773,United States,"Center Home for Hispanic Elderly — Chicago, Ill.",41.88531,-87.62213,Nursing home,x,Indoor,70,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA774,United States,"Duane Waters prison hospital — Jackson, Mich.",32.302433,-90.234628,Prison,x,Indoor,70,4,1585785600,New York Times,Yes,Hospital,,,,1601510400,"April 2, 2020"
USA775,United States,"Fort Leonard Wood soldier training program — St. Robert, Mo.",37.828203,-92.131213,Army Base,x,Indoor,70,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA776,United States,"Multi-Service Center South homeless shelter — San Francisco, Calif.",37.776646,-122.417481,Shelter,x,Indoor,70,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA777,United States,"Royal Vista Care Center — San Gabriel, Calif.",34.119903,-117.589983,Medical,x,Indoor,70,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA778,United States,"South River Healthcare Center — Edgewater, Md.",38.92309,-76.525326,Medical,x,Indoor,70,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA779,United States,"Tallahassee Developmental Center — Tallahassee, Fla.",30.427753,-84.258472,Development Center,x,Indoor,70,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA78,United States,"ManorCare Health Services nursing home — Bethlehem, Pa.",40.58883,-75.351958,Medical,x,Indoor,291,9,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA780,United States,"Trinity Care Center nursing home — Round Rock, Texas",30.501747,-97.647206,Nursing home,x,Indoor,69,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA781,United States,"Willow Springs Center residential psychiatric hospital — Reno, Nev.",39.507673,-119.861485,Hospital,x,Indoor,69,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA782,United States,"Eastham Unit — Lovelady, Texas",31.136667,-95.476903,Prison,x,Indoor,69,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA783,United States,"Family of Caring at Ridgewood nursing home — Ridgewood, N.J.",40.982247,-74.11207,Nursing home,x,Indoor,69,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA784,United States,"Signature HealthCARE of Buckhead nursing home — Atlanta, Ga.",33.844371,-84.47405,Nursing home,x,Indoor,68,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA785,United States,"Willow Creek Rehabilitation and Care Center — Franklin Township, N.J.",41.106297,-74.541709,Rehabilitation / Medical,x,Indoor,68,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA786,United States,"Abbington Rehab & Nursing Center — Roselle, Ill.",41.97985,-88.089628,Rehabilitation / Medical,x,Indoor,68,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA787,United States,"Autumn Lake Healthcare at Chestertown nursing home — Chestertown, Md.",39.046005,-76.055269,Nursing home,x,Indoor,68,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA788,United States,"Bristol County House of Correction and Jail — North Dartmouth, Mass.",41.639261,-71.007578,Prison,x,Indoor,68,4,1585785600,New York Times,Yes,,,,,1601510400,"April 2, 2020"
USA789,United States,"Burlington Health and Rehabilitation — Burlington, Vt.",44.496604,-73.227273,Rehabilitation / Medical,x,Indoor,68,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA79,United States,"Paramus Veterans Memorial Home — Paramus, N.J.",40.963523,-74.09289,Hospital,x,Indoor,288,9,1584316800,New York Times,Yes,,,,,1601510400,"March 16, 2020"
USA790,United States,"CareOne at The Cupola assisted living — Paramus, N.J.",40.944997,-74.068964,Nursing home,x,Indoor,68,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA791,United States,"Fox Hill Center nursing home — Vernon, Conn.",42.751303,-72.482772,Nursing home,x,Indoor,68,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA792,United States,"Isabella Geriatric Center Inc — New York, N.Y.",40.68863,-74.018244,Nursing home,x,Indoor,68,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA793,United States,"Lynwood Healthcare Center nursing home — Lynwood, Calif.",33.924601,-118.21454,Nursing home,x,Indoor,67,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA794,United States,"Park Place Center nursing home — Monmouth Junction, N.J.",40.442344,-74.392952,Nursing home,x,Indoor,67,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA795,United States,"Hampton Roads Regional Jail — Portsmouth, Va.",36.839161,-76.303764,Prison,x,Indoor,67,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA796,United States,"Manhattanview Nursing Home — Union City, N.J.",40.77955,-74.02375,Nursing home,x,Indoor,67,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA797,United States,"Maple View Health and Rehabilitation Center — Rocky Hill, Conn.",41.661228,-72.67705,Rehabilitation / Medical,x,Indoor,67,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA798,United States,"Maryland Correctional Institution for Women — Jessup, Md.",39.155266,-76.813394,Prison,x,Indoor,67,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA799,United States,"Northern Correctional Institution — Somers, Conn.",48.06771,-114.2017,Prison,x,Indoor,67,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA8,United States,"Boston, MA, United States",42.29,-71.09,Conference,Business meeting,Indoor,89,4,1582675200,Time article,yes,,,,,1601510400,"February 26, 2020"
USA80,United States,"Belmont Correctional Institution — St. Clairsville, Ohio",40.009136,-80.890345,Prison,x,Indoor,286,9,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA800,United States,"Papermill Road Nursing & Rehab — Glenside, Pa.",40.130069,-75.054819,Rehabilitation / Medical,x,Indoor,67,4,1585872000,New York Times,Yes,,,,,1601510400,"April 3, 2020"
USA801,United States,"Rite Stuff Foods potato processing facility — Jerome, Idaho",42.736869,-114.374568,Food processing,Potato processing,Indoor,67,4,1585872000,New York Times,Yes,,,,x,1601510400,"April 3, 2020"
USA802,United States,"Summerset assisted living facility — Atlanta, Ga.",33.961596,-84.322167,Nursing home,x,Indoor,66,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA803,United States,"Wichita Work Release Facility — Wichita, Kan.",37.801228,-97.331892,Prison,x,Indoor,66,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA804,United States,"Frontier Health and Rehabilitation — St. Charles, Mo.",38.723402,-90.566504,Rehabilitation / Medical,x,Indoor,66,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA805,United States,"Homestead Rehabilitation and Health Care Center — Newton, N.J.",41.05049,-74.834136,Rehabilitation / Medical,x,Indoor,66,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA806,United States,"Rinaldi Convalescent Hospital — Los Angeles, Calif.",28.375283,-99.13556,Rehabilitation / Medical,x,Indoor,66,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA807,United States,"Riverside Foundation developmental center — Lincolnshire, Ill.",41.168749,-87.432588,Development Center,x,Indoor,66,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA808,United States,"Smith Village senior living and nursing home — Chicago, Ill.",41.88531,-87.62213,Nursing home,x,Indoor,66,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA809,United States,"Southeast Correctional Center — Charleston, Mo.",36.885612,-89.296639,Prison,x,Indoor,65,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA81,United States,"Westville Correctional Facility — Westville, Ind.",40.027899,-87.640186,Prison,x,Indoor,286,9,1584316800,New York Times,Yes,,,,,1601510400,"March 16, 2020"
USA810,United States,"The Gardens at Monroe Healthcare and Rehabilitation — Monroe, N.J.",40.812878,-74.442376,Rehabilitation / Medical,x,Indoor,65,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA811,United States,"Eventide on Eighth Care Center — Moorhead, Minn.",46.85917,-96.747992,Medical,x,Indoor,65,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA812,United States,"Fairview Nursing and Rehabilitation Center — Philadelphia, Pa.",40.045712,-75.029058,Rehabilitation / Medical,x,Indoor,65,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA813,United States,"Firestone Pacific Foods fruit processing facility — Vancouver, Wash.",45.678996,-122.720499,Food processing,Frozen fruit,Indoor,65,4,1585958400,New York Times,Yes,,,,x,1601510400,"April 4, 2020"
USA814,United States,"Michaels Foods processing facility — Chaska, Minn.",44.81757,-93.613088,Food processing,"Egg products, refrigerated potatoes and dry pastas",Indoor,64,4,1585958400,New York Times,Yes,,,,x,1601510400,"April 4, 2020"
USA815,United States,"The Meadows Post-Acute — Panorama City, Calif.",34.222506,-118.444689,Rehabilitation / Medical,x,Indoor,64,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA816,United States,"Century Regional Detention Facility — Lynwood, Calif.",33.919961,-118.181242,Prison,x,Indoor,64,4,1585958400,New York Times,Yes,,,,,1601510400,"April 4, 2020"
USA817,United States,"Meadowview Rehab & Nursing — White Marsh, Pa.",40.075857,-79.452796,Rehabilitation / Medical,x,Indoor,64,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA818,United States,"Pontchartrain Health Care Center — Mandeville, La.",30.36218,-90.039451,Medical,x,Indoor,64,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA819,United States,"Providence - A Diversicare Transitional Care Community — New Albany, Ind.",38.293355,-85.837911,Medical,x,Indoor,64,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA82,United States,"Central Detention Facility — Washington, D.C.",38.911936,-77.016719,Prison,x,Indoor,285,9,1584316800,New York Times,Yes,,,,,1601510400,"March 16, 2020"
USA820,United States,"Twin City Foods vegetable processing facility — Ellensburg, Wash.",47.028084,-120.48998,Food processing,Vegetable processing,Indoor,63,4,1586044800,New York Times,Yes,,,,x,1601510400,"April 5, 2020"
USA821,United States,"U.S.S. Kidd — San Diego, Calif.",32.724103,-117.170912,Ship,x,Indoor,63,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA822,United States,"Dane County jail — Madison, Wis.",44.786404,-69.805662,Prison,x,Indoor,63,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA823,United States,"El Rancho Vista Healthcare — Pico Rivera, Calif.",33.937122,-117.963755,Medical,x,Indoor,63,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA824,United States,"Nebo Poultry — Dardandelle, Ark.",37.432335,-76.601616,Meat Processing,x,Indoor,62,4,1586044800,New York Times,Yes,,,x,x,1601510400,"April 5, 2020"
USA825,United States,"Northwest State Correctional Facility — Swanton, Vt.",44.9181,-73.1243,Prison,x,Indoor,62,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA826,United States,"Briarcliff Skilled Nursing Center — Carthage, Texas",32.183133,-94.309189,Medical,x,Indoor,62,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA827,United States,"Garden Crest Rehabilitation Center — Los Angeles, Calif.",28.375283,-99.13556,Rehabilitation / Medical,x,Indoor,62,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA828,United States,"Maine Veterans’ Homes — Scarborough, Maine",43.612696,-70.312634,Medical,x,Indoor,62,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA829,United States,"Monte Vista Healthcare Center — Duarte, Calif.",33.926398,-117.954668,Medical,x,Indoor,62,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA83,United States,"Greensville Correctional Center — Jarratt, Va.",36.816602,-77.481624,Prison,x,Indoor,285,9,1584316800,New York Times,Yes,,,,,1601510400,"March 16, 2020"
USA830,United States,"Otterbein SeniorLife assisted living and skilled nursing — Franklin, Ind.",42.887289,-88.009597,Nursing home,x,Indoor,61,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA831,United States,"Smithfield Foods processing facility — Tar Heel, N.C.",36.456543,-76.856347,Meat Processing,x,Indoor,61,4,1586044800,New York Times,Yes,,,,x,1601510400,"April 5, 2020"
USA832,United States,"Clearwater Nursing and Rehabilitation Center — Clearwater, Kan.",27.978147,-82.781523,Rehabilitation / Medical,x,Indoor,61,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA833,United States,"Glenoaks Convalescent Hospital — Glendale, Calif.",33.531753,-112.177935,Rehabilitation / Medical,x,Indoor,61,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
USA834,United States,"Heritage Trail Correctional Facility — Plainfield, Ind.",39.70421,-86.39944,Prison,x,Indoor,61,4,1586044800,New York Times,Yes,,,,,1601510400,"April 5, 2020"
